Chromosome	Genomic_position1	Genomic_position2	G1	Early_S	Late_S_G2	M_stage
chr11	17500000	19500000	9.459089560550637e-05	-0.00020779106416739522	0.00013529168209061026	-2.2091537721280476e-05
chr11	17500000	20000000	0.00022466904774773866	-3.347264409967465e-05	0.00011678990122163669	-0.00030798627631156705
chr11	18000000	13000000	0.00019439410243649036	-0.0003000038064783439	0.0001834848213547957	-7.787515060044825e-05
chr11	18000000	16000000	0.0003010079963132739	-0.00031543007207801566	0.00023242430938807956	-0.00021800235954287927
chr11	18500000	22500000	8.409621368627995e-05	-0.00011289293397567234	8.107125104288571e-05	-5.227451038081199e-05
chr11	18500000	23000000	0.0002149452394405671	-0.00018067684286506846	0.00012687372254731598	-0.00016114205282065087
chr11	18500000	23500000	9.518850438325899e-05	-0.00013653522873937617	0.00010057967156171799	-5.9232927014818415e-05
chr11	19000000	22500000	0.00037753817159682514	-0.0004729797365143895	0.00038772140396758914	-0.00029227982158772645
chr11	19000000	23000000	0.00017936697549885138	-0.0003171977703459561	0.0002540471992688254	-0.0001162164488050621
chr11	19000000	23500000	0.0003580096468795091	-0.00037197162746451797	0.00021864560694666578	-0.00020468367729336022
chr11	19500000	15500000	0.0003012265500728972	-0.00018702286106417887	8.79386454471387e-05	-0.0002021423846599646
chr11	19500000	16000000	0.000247154786484316	-0.000254341188701801	0.00013386321388679788	-0.0001266767765628174
chr11	19500000	17500000	0.00016526537256140729	-0.0002909477276261896	0.00014663922629551963	-2.0956833213858773e-05
chr11	19500000	18000000	0.0003178694751113653	-0.0001785942353308201	0.00018621562373937194	-0.0003254908457165584
chr11	19500000	23000000	0.00012427271285559983	-0.00011990166167379357	9.935404450516217e-05	-0.00010372514661867171
chr11	19500000	23500000	0.00014895465428708122	-0.00023567763855680823	0.00012912585370941087	-4.240287680659094e-05
chr11	20000000	17500000	0.00012235457252245395	-0.00015142043921514414	0.00024870501074474304	-0.0002196392830228433
chr11	20000000	22000000	0.0004937495978083462	-0.00044610073091462256	0.00046836451256240255	-0.000516013172455132
chr11	21000000	17500000	0.0001554518210468814	-6.405873500625603e-05	0.00017246260395040736	-0.0002638557518366724
chr11	21500000	17000000	0.0004333251403295435	-0.00016903001233004034	0.00014990560416663356	-0.00041420068009756505
chr11	22000000	18500000	0.00036277959297876806	-0.0003102918621152639	0.00028024259954690934	-0.0003327303420519456
chr11	22000000	19000000	0.00030963221652200443	-0.00025684186548460277	0.00017375908937538042	-0.00022654942877124994
chr11	22000000	19500000	0.00046741156838834284	-0.00039828777080401777	0.00025765294922166506	-0.0003267767162469681
chr11	22000000	20000000	0.0004577656989567913	-0.00022716835519531742	0.00016229403554461895	-0.0003928915859432891
chr11	22500000	19000000	0.0003229780908441171	-0.00014571497740689665	0.0001777475423295982	-0.00035501064849086106
chr11	23500000	21500000	0.00011380981410411551	-0.00010835501743713393	0.0003164833295159042	-0.00032193807419389486
chr11	24000000	19500000	0.00010786619177451939	-0.0002051175124506699	0.00010788399376906454	-1.063271629391238e-05
chr11	24000000	21000000	0.0001292482265853323	-0.0002705898339627311	0.00020290666143409907	-6.156505842227488e-05
chr11	24000000	21500000	0.00048521599110245005	-0.0002272542507853359	0.00033934436796698717	-0.0005973061081022025
chr11	24000000	26000000	0.0003336896508699283	-0.0004345535999163985	0.00014941765984985978	-4.855358456552494e-05
chr11	24500000	20500000	0.0003444064081122633	-0.00027708786437870004	0.00025583506358088924	-0.00032315366552211345
chr11	24500000	26000000	0.0003276695526437834	-0.0003317615279229358	9.281395687139593e-05	-8.872202888596803e-05
chr11	25000000	21500000	8.355694953934289e-05	-1.0641332482919098e-05	0.00011736038104572799	-0.00019027594389626757
chr11	25000000	22000000	0.0003778053056521458	-0.00019074415176874028	0.00014461499376920982	-0.00033167605142807587
chr11	25500000	23500000	0.00030973537650424987	-0.0004719319636933506	0.00022551853326149284	-6.332192024274263e-05
chr11	26000000	24500000	0.0003118826512945816	-0.00046888541255611925	0.00022723715167103365	-7.023455436865334e-05
chr11	26000000	27500000	0.00021769052400486544	-0.00018261806690134108	8.266890599770705e-05	-0.00011774129452533089
chr11	27000000	24500000	0.0001764559798175469	-0.00031455158605240283	0.00018454072414897382	-4.6445063981082056e-05
chr11	27000000	25500000	0.00032865237444639205	-0.00031413431861437857	0.00021623159118462355	-0.00023074967430147808
chr11	23500000	24000000	0.00011231910611968488	-0.0003737477760296315	-0.000333951685752254	0.0005953802959993481
chr11	23000000	19000000	0.00036069888737984003	-0.00016964648293651407	-0.00031364183378173037	0.0001225894273375161
chr11	24000000	17000000	0.00019190858856745762	-6.854699167888612e-05	-0.0002184719909564592	9.511041207588278e-05
chr11	24500000	19000000	8.547398538212292e-05	-8.880168024916202e-07	-0.00024674022915860405	0.00016215423165704123
chr11	26500000	17000000	0.00013700268864340613	-0.00020689802477136254	-3.8859682354086546e-05	0.00010875494535866892
chr9	20500000	23000000	0.0002602975117042661	4.839695175178349e-05	3.625494719017297e-06	-0.0003123200061963871
chr11	14500000	17000000	0.00021802278060931713	5.132015230628895e-05	5.303618659127096e-05	-0.0003223791536584031
chr11	17500000	21500000	0.00010829578905031667	1.2606114250957034e-05	5.405717674875632e-05	-0.00017495913853053934
chr11	24500000	21500000	0.00011281127226538956	7.893457623140421e-05	5.751314274675679e-05	-0.00024925895122578367
chr11	23500000	17500000	0.00022691948752253665	2.77562445262447e-05	-0.0003077091387240216	5.303347331846453e-05
chr9	13500000	14500000	0.0003379499466973357	7.111118320608511e-05	-0.00019271262353868224	-0.00021634855220327155
chr9	13500000	18500000	0.0002805887517752126	6.49931325824582e-05	-5.9339951076253786e-05	-0.0002862420165911317
chr9	19000000	22000000	0.00030484448361676184	3.1412323005497454e-05	-2.879470703192055e-05	-0.00030746233969694006
chr9	24500000	21000000	0.00010460870689712464	3.0122173484414816e-05	-7.969953221618198e-05	-5.503128923010081e-05
chr9	27000000	25500000	0.00010682226493372582	4.735533275379567e-06	-4.643519350793213e-05	-6.512258459565601e-05
chr9	27500000	25000000	9.153420978691429e-05	5.454933270812035e-05	-3.390168858459219e-05	-0.00011218182480661198
chr11	20000000	15500000	0.00018900304567068816	4.933507807436399e-06	-5.2184626838425174e-05	-0.00014175193500705064
chr11	21000000	15500000	0.00021941073791822418	1.6402370602008886e-05	-0.00012251684493094216	-0.00011329622320772614
chr11	21500000	16000000	0.0001792791903426405	1.2204271297378e-05	-6.781001939089037e-05	-0.0001236734606209211
chr11	21500000	18500000	0.0004405701838550158	7.127232045149867e-05	-4.388996749185026e-05	-0.0004679524397943169
chr11	22000000	17000000	9.420909545951873e-05	6.657399644609541e-05	-2.0081993397980114e-05	-0.00014070105244172736
chr11	22500000	15500000	0.0002895488913054578	5.208315324125579e-05	-0.00021456321846926584	-0.00012706892230198718
chr11	22500000	17000000	0.0002672516660823021	6.344462890410796e-05	-0.00013290114566189004	-0.00019779510330408812
chr11	23000000	16000000	0.00028361029253574086	2.343981177546084e-05	-0.00019583516841521488	-0.00011121491625090129
chr11	23000000	16500000	0.00033083166927099227	1.1719346139216213e-05	-0.00020942742412444204	-0.00013312356459209694
chr11	23500000	15500000	0.00014112187200225889	3.649163409136236e-06	-0.000120445139327785	-2.4325853155460207e-05
chr11	27000000	21500000	0.0001649926125537604	4.617059530573897e-05	-0.00018480024300515652	-2.636294393596472e-05
chr9	14500000	19500000	0.00027031014615204186	-0.0003255535557400435	4.736322371172719e-05	7.880273187765852e-06
chr9	15500000	16500000	0.00038952975301072	-0.00046814433299005034	1.4495407185677323e-05	6.411917202058248e-05
chr9	16500000	15500000	0.0003876806469634175	-0.0004679759382270277	3.1482472400057306e-05	4.881281811321969e-05
chr9	16500000	21500000	0.00034495888685341923	-0.00038675901014357806	1.0591406498861033e-05	3.120863807453134e-05
chr9	16500000	22000000	0.00024903116573113946	-0.00029815203888574617	2.7731209547710024e-05	2.1389581843322957e-05
chr9	19500000	26000000	0.0002455766836646944	-0.0003136662504402921	5.0624766299733895e-05	1.7464786651544273e-05
chr9	20000000	26000000	8.648888615425676e-05	-0.00014401012085727417	3.2790481782285497e-05	2.4730736868150416e-05
chr9	21000000	26000000	9.985635333578102e-05	-0.00012811258820875083	6.123891944298521e-06	2.2132315734779695e-05
chr9	23000000	17500000	0.00019009129136975388	-0.00022416972133214584	2.494117616151925e-05	9.137238794210135e-06
chr11	18000000	19000000	0.00015212219150271267	-0.00023808208206901326	7.241935163619928e-05	1.3540505733544705e-05
chr11	19000000	24500000	0.00014243825789890253	-0.00017462016730860342	2.016362650465453e-05	1.2018262714263983e-05
chr11	23000000	27500000	0.00012642059950849217	-0.00019343745516380294	5.0955799088114874e-05	1.6061084397733794e-05
chr11	25500000	24000000	9.296225543948821e-05	-0.00016015497240005062	6.146471362171724e-05	5.727979169023456e-06
chr11	26500000	24500000	0.00010382108866906492	-0.0001865155236373539	6.922921274963301e-05	1.3465215943142539e-05
chr9	13000000	17500000	0.0003254243434639648	-2.47754025622271e-05	9.266473352909087e-06	-0.00030991542007541284
chr9	13500000	19500000	0.0004137049079872668	-0.0002532512109610252	7.127022472559474e-05	-0.00023172396613517775
chr9	14000000	17000000	0.0004535593674518168	-7.294027600437402e-05	3.4829853393603114e-05	-0.0004154489724896848
chr9	14000000	20000000	8.125816839310573e-05	-8.759119227761403e-05	7.435003499267623e-06	-1.1019724752259208e-06
chr9	15000000	20500000	0.00013016048033023253	-9.463258611503988e-05	4.6983831271063534e-05	-8.251172985183076e-05
chr9	16000000	20500000	0.0004737270704936236	-0.0003172651631757617	3.0653631984023375e-05	-0.0001871155538538005
chr9	17500000	22500000	0.00010134749481949257	-5.544093928619986e-05	2.6461675770406145e-05	-7.236821857077302e-05
chr9	17500000	24000000	0.0001149569646713644	-6.573698196916666e-05	1.7165107010441717e-06	-5.093649997434113e-05
chr9	18000000	23500000	0.0001223669634782709	-7.435208735842024e-05	1.4444810585700906e-05	-6.245963159017265e-05
chr9	18500000	20000000	0.00014879383379593492	-0.00021340587991289795	6.529387756017968e-05	-6.818336260039359e-07
chr9	19500000	15500000	0.00035025916586164387	-0.00019338010606588795	6.31894099569763e-05	-0.00022006841145412183
chr9	20000000	14500000	0.00015487495547859	-0.00013633216221933253	5.5415089445887136e-05	-7.395784778054803e-05
chr9	20000000	15000000	8.690907870914088e-05	-8.115431410260499e-05	5.164154308658908e-05	-5.7396303964196706e-05
chr9	20000000	24000000	0.00014598792040487751	-0.00011367817060090602	2.7965117578787612e-05	-6.027479776093969e-05
chr9	20000000	24500000	0.00010141317325178534	-6.089722883189097e-05	3.874891917803325e-05	-7.926484340714524e-05
chr9	20500000	15000000	0.00020196513360133396	-0.00015967284853104501	6.289256912168639e-05	-0.00010518491035327315
chr9	20500000	23500000	0.0001810956666304264	-5.212154792388901e-05	3.1861769002716755e-05	-0.00016083585142041558
chr9	22000000	18000000	0.00042359497165307404	-0.00034055697469739246	7.025429076747968e-05	-0.00015329226589528845
chr9	22000000	24500000	9.779742758837528e-05	-0.00010515853791730479	3.368151046743151e-05	-2.6320397773815783e-05
chr9	22500000	17500000	0.0002648337715072557	-0.00023243576870299876	6.141091798781418e-05	-9.380889823660255e-05
chr9	22500000	26000000	0.00025573266902938484	-0.00016381295572500675	5.691428668797016e-06	-9.761115325090941e-05
chr9	23000000	17000000	0.0002843997412128374	-0.00027700835998984986	6.617926446779165e-05	-7.357063223025761e-05
chr9	23000000	18000000	0.00017079685785574837	-0.000140625836502295	3.885072037519421e-05	-6.902177665324416e-05
chr9	23000000	24500000	0.0003559553879313171	-0.0004107367305550724	5.691048236258212e-05	-2.129089079971891e-06
chr9	23500000	17000000	0.00014520055410685017	-0.00013942192199465354	2.567149385868106e-05	-3.145013688481413e-05
chr9	23500000	18000000	0.00016220145589613822	-0.00015179590554907917	1.5651773355784827e-05	-2.605734425742412e-05
chr9	24000000	22000000	0.00021692293212254298	-0.00020796406461158766	4.256394968251698e-05	-5.152281519258395e-05
chr9	24500000	21500000	0.00037179195787757636	-0.0003055759589187801	2.250779107271228e-05	-8.872375219652895e-05
chr9	24500000	22000000	0.00010906594689004123	-0.00012760792378685437	6.505157653009519e-05	-4.650959854188841e-05
chr9	24500000	27500000	0.00010845220240298658	-0.00010657589027687208	7.574197297799401e-06	-9.450506126995606e-06
chr9	25000000	23500000	0.0001197704448713921	-6.905902700964362e-05	4.5624539779964834e-05	-9.633599838707597e-05
chr9	25000000	27000000	0.0001569727890455397	-0.00016953428785200232	2.480403127265163e-05	-1.2242500133652356e-05
chr9	25500000	27500000	0.0001769865717506036	-0.00014679972373414784	1.1482867239465123e-05	-4.166976314081694e-05
chr11	13500000	18000000	9.672508604126051e-05	-8.169361208274495e-05	3.6811959489568835e-05	-5.184345536690671e-05
chr11	14000000	17500000	0.0002128967607859522	-0.00010196898183494341	2.9353626450756566e-05	-0.0001402814470566227
chr11	14000000	20500000	0.00011911831925317528	-0.00013773152240901255	7.94078572653234e-05	-6.079465965740383e-05
chr11	14500000	19000000	0.0002877251128666103	-2.6968890051648486e-05	5.7937733072321865e-05	-0.00031869393424130974
chr11	14500000	20000000	0.00011229062947677448	-0.00012721008824883028	2.1268234559101983e-05	-6.348805163725046e-06
chr11	15500000	20500000	0.00039454327488783745	-0.0002738845374551602	1.6030509868869558e-05	-0.00013668923638761045
chr11	16000000	21500000	0.00015410406194860116	-4.166721701039933e-05	3.105793257418554e-06	-0.00011554263037396594
chr11	16500000	21500000	0.00014088997995713725	-2.223716364824213e-05	1.0514925816096365e-05	-0.0001291677457629703
chr11	16500000	22500000	9.308665612479672e-05	-3.392822472960688e-05	1.5543239987891867e-05	-7.470166019629687e-05
chr11	17000000	21500000	0.0002680801262613386	-2.5420311430934817e-05	4.8934392907540314e-05	-0.0002915941207902506
chr11	18500000	24000000	0.00017825548129621894	-0.00020490423339651896	2.999482835548406e-05	-3.34602445946075e-06
chr11	18500000	24500000	0.00011143470401293598	-0.0001058967121934984	1.659868285059929e-05	-2.2136692314234098e-05
chr11	19000000	24000000	0.00010219614778179675	-0.0001577742601512	6.938394494682143e-05	-1.3805824710289017e-05
chr11	19500000	24000000	0.0001334712578682229	-0.00011366895196260885	1.5417771282955073e-05	-3.522005329159583e-05
chr11	20000000	22500000	9.107141468120972e-05	-4.50673304612792e-05	6.098041849327274e-05	-0.00010698446130845696
chr11	20000000	23500000	0.00016440135550510604	-4.051517462357879e-05	5.905601574340835e-06	-0.00012979177117813378
chr11	20500000	15500000	0.0004137198024181998	-0.0002540959276302601	4.780004383064807e-06	-0.0001644039100938244
chr11	20500000	24000000	0.00012404549488564953	-0.0001025820323775406	2.053151729342062e-05	-4.1995000719907695e-05
chr11	20500000	24500000	9.510154559393414e-05	-5.708672979380936e-05	3.163185756420717e-05	-6.964665222994882e-05
chr11	21000000	16000000	0.0001305123405472841	-6.0939291415706975e-05	1.672076523391297e-05	-8.629381118225865e-05
chr11	21000000	16500000	0.00019801507633019356	-6.663059548372985e-05	2.6951505992656168e-05	-0.0001583359917276539
chr11	21000000	24000000	0.00012704023883998162	-4.967818676959723e-05	4.970226400473621e-05	-0.00012706430134130643
chr11	21000000	24500000	0.00010077766410176991	-2.8957125323358924e-06	5.061827105237171e-05	-0.0001485002456320217
chr11	21500000	24000000	0.00031416812489624133	-6.418156262952835e-05	5.7197287969756874e-05	-0.00030718384659849106
chr11	22000000	14500000	0.00011565285822143779	-9.51922197600652e-05	1.6494871579197935e-05	-3.695551640703343e-05
chr11	22500000	26000000	0.00023469563020626084	-0.00015150225463003152	4.2278778710169715e-05	-0.00012547206570161505
chr11	23000000	25500000	9.878917771857231e-05	-1.5235758110065944e-05	2.3730780958430843e-05	-0.00010728416332312918
chr11	23500000	27000000	0.00030734496540389954	-0.00032420122006442397	6.295063176366966e-05	-4.6094332719803785e-05
chr11	23500000	27500000	0.00017572035285411401	-0.00018180094339186325	2.7772449948315624e-05	-2.169185238898308e-05
chr11	24000000	19000000	0.00010820484458236024	-0.00010922255019067962	4.677587712649256e-05	-4.575818893499672e-05
chr11	24000000	27000000	0.00023055118508636953	-0.0001785040702088736	3.2026187363953794e-05	-8.407331115449779e-05
chr11	24000000	27500000	8.267450757557527e-05	-9.233927412424236e-05	1.8047796402242966e-05	-8.3830800576834e-06
chr11	25500000	27000000	0.00045613786205649375	-0.00031848806247580796	4.8019696623669e-05	-0.00018566947255749255
chr11	26000000	21500000	0.00015051189475343563	-6.760893847967964e-06	3.174427547492087e-06	-0.00014692540135001763
chr11	26500000	14500000	0.00041357330919709054	-0.0002906109584728256	1.608727761777118e-05	-0.00013904959268984385
chr11	26500000	25500000	0.00033263590303249656	-0.00028516012826003135	8.110140424832934e-06	-5.558589764405042e-05
chr11	27500000	15500000	0.00018810345645761117	-0.0001389999042658019	2.6200436332146636e-05	-7.530404982389883e-05
chr11	27500000	24500000	0.0001768088412063662	-0.00021201339404797181	4.407587075547781e-05	-8.871290629031136e-06
chr9	13000000	21000000	0.00022400488160201348	-0.0001371261141684954	-0.00012065926421200857	3.378051151230466e-05
chr9	13500000	21500000	0.00010469658500369405	-4.774341286974959e-05	-0.00010018074463005177	4.322762142692227e-05
chr9	16000000	21000000	0.0001959083107067272	-0.00016923881776165217	-6.770149193471297e-05	4.103199134988245e-05
chr9	17000000	23000000	0.00012278671383683104	-0.00014301760638772975	-2.0753737408085728e-05	4.098471690667793e-05
chr9	17500000	23000000	0.0001446639460482402	-0.00012485853367252275	-3.990392178820912e-05	2.0098535605939107e-05
chr9	17500000	23500000	0.0001833927002735436	-0.00018056199842249044	-7.866729720262811e-06	5.036033689975738e-06
chr9	19000000	26500000	9.687254419077362e-05	-0.00011045976571040228	-7.528460628236644e-08	1.366249671264086e-05
chr9	20500000	20000000	0.0004963680730725173	-0.00011007649882230908	-0.0004251346574164927	3.884281250066124e-05
chr9	25000000	19500000	8.583926464780233e-05	-2.2908859068593302e-05	-9.796542290132492e-05	3.503503103274852e-05
chr9	25000000	21000000	0.00015894191892584786	-0.0001266411520418842	-3.4701066033449025e-05	2.400287485215813e-06
chr9	25500000	21000000	0.00011630373337538913	-9.493454563198611e-05	-2.5073732831515372e-05	3.7045887438580393e-06
chr9	26000000	19500000	0.000215363253664691	-0.00017279389867326246	-0.00011883589240824222	7.626654332852923e-05
chr11	15000000	16000000	0.0001924553100252524	-0.00021830798650626093	-1.0695098899304866e-05	3.654782267403789e-05
chr11	18000000	23500000	0.000127351182163693	-0.00014102029417699667	-1.859800613601692e-06	1.5528898575212225e-05
chr11	23500000	18500000	0.0002938786681625061	-0.00020978488646505866	-0.00010772809018817497	2.3634318495169282e-05
chr11	24000000	17500000	0.00015035255637485534	-2.0393439626786858e-05	-0.00018080425361404194	5.0845103396568446e-05
chr11	24000000	18000000	8.007003198144958e-05	-1.208994126500329e-05	-0.00011013128605554811	4.2151195884798653e-05
chr11	24000000	18500000	0.0002712791785597801	-2.4455612583551555e-05	-0.00030283292289823294	5.600930453510955e-05
chr11	24500000	17000000	0.0001891492043796461	-6.680036458419635e-05	-0.00017762820061761886	5.5279333901125936e-05
chr11	25000000	17000000	9.686241864983458e-05	-4.5645158388651906e-05	-8.761668432271108e-05	3.639943097368814e-05
chr11	25000000	18500000	8.625268637842964e-05	-2.7686454996000975e-05	-5.952288920525461e-05	9.566708740749164e-07
chr11	25000000	26000000	0.0001044625121721765	-0.00010239349867333659	-7.855696458136663e-06	5.786669771623565e-06
chr11	27000000	13000000	0.00010420048492960632	-7.605454375152476e-05	-3.211110542906681e-05	3.965155002561005e-06
chr11	27000000	26500000	9.014719325932674e-05	-1.0358973304391838e-05	-0.00010415516117063816	2.436690374452155e-05
chr11	27500000	13000000	9.985154902096838e-05	-6.570251280209049e-05	-5.2177281213516834e-05	1.8028230442723725e-05
chr9	13500000	18000000	0.0004018965060822666	-9.251662813767326e-05	-9.084550765692256e-06	-0.0003002953599207103
chr9	13500000	20500000	0.00016578956019657197	-0.00010433279940116335	-3.243638184358133e-06	-5.821312806801871e-05
chr9	14500000	13000000	0.00017120377515311702	-7.542680541519075e-05	-7.171769721026067e-05	-2.4059279894572683e-05
chr9	14500000	20000000	0.0003739193656656425	-0.0003047634658287279	-1.2826513557229192e-05	-5.6329321523662657e-05
chr9	14500000	20500000	0.00019966781401308252	-0.00012146073777330457	-3.836104879155755e-05	-3.984604409197345e-05
chr9	15500000	20500000	0.0001166793575976044	-4.170966712990776e-05	-8.203731340472587e-07	-7.414938445435837e-05
chr9	16000000	21500000	0.0002623583219246939	-0.00020849886968790087	-3.350996885274071e-05	-2.0349507303762947e-05
chr9	17000000	23500000	8.526301971869543e-05	-4.9300030877930115e-05	-1.2882026567240246e-06	-3.467478964012116e-05
chr9	18000000	22000000	0.00024019417469389737	-6.068763838129598e-05	-3.71092464774847e-06	-0.000175795606628526
chr9	18000000	22500000	0.00019070038688369096	-2.1888142509851604e-05	-3.6902533611282704e-05	-0.0001319096510997042
chr9	18000000	23000000	0.00011900785902980715	-5.886811777600087e-05	-4.2239475078531544e-06	-5.591580738837365e-05
chr9	18500000	22500000	0.00038692951056873426	-0.00017244071532331872	-3.169496048940346e-05	-0.0001827939209761098
chr9	18500000	23000000	0.00022105110110715032	-6.745227874489501e-05	-1.7745199147611857e-05	-0.00013585361448349432
chr9	18500000	26000000	0.00012968493974767624	-9.174579645332415e-05	-3.586729017115431e-05	-2.0718590292290173e-06
chr9	20000000	20500000	0.0003744118833310495	-3.0197709565982223e-05	-0.00029439521676977165	-4.9819043130838736e-05
chr9	20500000	16500000	0.00032350543515349275	-9.982948249671608e-05	-3.052088140975684e-06	-0.00022062379139242694
chr9	22000000	26000000	9.236083424184472e-05	-6.774077701265924e-05	-5.3603643209498845e-06	-1.925970709635294e-05
chr9	22000000	26500000	9.733878814586206e-05	-5.056263762526214e-05	-1.536457257316215e-05	-3.141160213999683e-05
chr9	23500000	17500000	0.0003187305512255989	-0.0002657823737536091	-2.7448021864984184e-05	-2.5500161609670612e-05
chr9	23500000	25000000	8.452573802060215e-05	-4.1777605110837614e-05	-1.3115761248627677e-06	-4.143656769883819e-05
chr9	25000000	27500000	0.00031133480661083013	-0.0002240347304905299	-9.128702367888764e-06	-7.817140722181648e-05
chr9	25500000	18500000	0.00011631792549451347	-3.0012378556421026e-05	-1.82426992978435e-06	-8.448124790447765e-05
chr9	25500000	27000000	0.00019660779362311586	-7.565238593087997e-05	-2.691194913495565e-05	-9.404349693795667e-05
chr9	27000000	26000000	0.0003951355873141438	-3.5673783713718876e-05	-0.00010011443664552644	-0.00025934730656445025
chr11	13000000	14000000	0.00010096792902913876	-1.968592550838366e-05	-5.129507721903792e-05	-2.9986907975398935e-05
chr11	13000000	18000000	0.00016653579514240845	-0.0001052392373821931	-3.437191771809012e-05	-2.69246465904871e-05
chr11	15000000	20500000	0.00019509391277097165	-0.00010419988029752858	-1.7805862898967462e-05	-7.308813001145608e-05
chr11	15500000	21000000	0.0002835123537806794	-0.00010798511757457164	-7.862380371079781e-05	-9.690343285910785e-05
chr11	15500000	22500000	0.0001202769264637027	-1.0474870214238763e-05	-3.609384293667972e-05	-7.370818220806541e-05
chr11	16000000	22500000	0.0002008731768682992	-6.597685332963011e-05	-2.465143934387015e-05	-0.00011024487976101227
chr11	16500000	21000000	0.00014775967965761084	-1.6959188360488043e-05	-1.7565000234753825e-05	-0.00011323547587380745
chr11	22500000	15000000	0.00023322989873122423	-1.594769273651764e-05	-0.000148987234570086	-6.829497579019517e-05
chr11	22500000	18000000	0.00039737927727401257	-7.941199583001435e-05	-8.7054367759265e-05	-0.00023091299226507545
chr11	23000000	15500000	0.00041347944461449514	-6.781804368074517e-05	-0.0002310145748197101	-0.00011464678536867722
chr11	23000000	17000000	0.00017195055697811769	-1.3098954514134676e-05	-0.00012554295899462885	-3.3308620913885534e-05
chr11	23000000	18000000	0.0004099669575225562	-4.605142457876354e-05	-0.0003209775284631178	-4.293809397495352e-05
chr11	23000000	18500000	0.00040233719046227633	-4.9641170335235074e-05	-0.00030199872999219223	-5.0697231199592355e-05
chr11	23500000	16000000	0.00042783061508089304	-0.00011096459566033446	-0.00021973850452923217	-9.712760293041356e-05
chr11	23500000	16500000	0.00019366913475096225	-1.5212399011943489e-05	-0.0001238154625752941	-5.464122878038324e-05
chr11	24500000	18000000	0.0003115654631983489	-7.054945599520579e-05	-0.00015252142329700292	-8.849455116433091e-05
chr11	24500000	18500000	0.00025733488437253984	-0.00014778584081795998	-8.731817426905763e-05	-2.2230848844628782e-05
chr11	24500000	27000000	0.00011815293328254484	-6.665543915005401e-05	-1.5784880520897104e-05	-3.5712631870410405e-05
chr11	25500000	26500000	0.0002787680525216274	-0.00022798963073000778	-1.8603651187731885e-05	-3.217479679733515e-05
chr11	26500000	13000000	0.0002723838901147246	-0.00016202626502490603	-7.976558117661625e-06	-0.0001023810269543901
chr11	26500000	21500000	0.00021455471578519792	-9.92581743048504e-05	-1.7749866856320296e-07	-0.00011511899065226316
chr11	26500000	22000000	0.00041985806310549376	-0.00020206954795867204	-3.7570963286270854e-06	-0.00021403149439720438
chr11	27000000	22000000	0.000381130456662504	-0.00021331971292966047	-5.781369691248983e-06	-0.0001620293303858489
chr11	27000000	23000000	0.00039418760570697486	-0.00023754421854391695	-5.115006842970615e-05	-0.0001054933032264671
chr11	27500000	21000000	0.00016240148688666521	-6.526614306494594e-05	-5.7970012676378246e-05	-3.916535570169799e-05
chr11	27500000	21500000	0.0003558179480023682	-0.00012006255419692025	-0.00015900496437097899	-7.675038923480316e-05
chr11	27500000	22500000	0.000326668843626976	-0.0001803420796932187	-0.00010994830736308359	-3.637847089521529e-05
chr9	20000000	20000000	-0.0237435519695282	0.01814257288351655	-0.0014343639661092312	0.007035343651659786
chr9	20500000	20500000	-0.04842277094721794	0.051067816093564034	-0.0074320461368188265	0.0047870071633951735
chr11	18500000	18500000	-0.014227343909442424	0.01396468123421073	-0.0034009504597634077	0.0036636144592193886
chr11	20500000	20500000	-0.012475476413965226	0.020193527825176714	-0.009372038580477238	0.0016539913835003973
chr9	23500000	23500000	-0.002920707920566201	0.010064211225835607	-0.0041820739192189645	-0.0029614299535751345
chr11	22500000	22500000	-0.004540204769000411	0.01067343195900321	-0.004968111077323556	-0.0011651142966002225
chr11	18000000	18000000	-0.000473288563080132	0.01500147171318531	-0.007924884650856256	-0.0066032961942255495
chr9	14000000	14000000	-0.00792124606668949	0.010095065087080001	-0.0018882379634305834	-0.0002855802464182489
chr9	15000000	15000000	-0.005366145400330424	0.009533761721104383	-0.0033845210913568736	-0.000783096021041274
chr11	21000000	21000000	-0.008437865134328603	0.010722353029996157	-0.0012330839112109971	-0.0010514026740565895
chr9	17500000	17500000	-0.006075336411595344	0.014974605478346347	-0.005706877447664738	-0.0031923905575240497
chr9	22000000	22000000	-0.012843584362417459	0.023399459570646285	-0.009145797416567802	-0.001410079700872302
chr11	21500000	21500000	-0.010036939196288586	0.01966401804238558	-0.0063898706343024966	-0.00323720466112718
chr9	26000000	26000000	-0.004325743287336081	0.007557767815887928	-0.0021981669910019264	-0.0010338589665479958
chr11	17500000	18000000	-0.0027341583627276123	0.005060279928147793	-0.0011796231963671743	-0.001146499384776689
chr11	14500000	15000000	-0.004709513857960701	0.004394198954105377	-0.0003507170324155595	0.000666030723368749
chr11	16000000	16000000	-0.001966232212726027	0.0041528961854055526	-0.0028163959737867116	0.0006297319720033556
chr11	15000000	14500000	-0.005084754060953855	0.004403882846236229	-9.88182975561358e-05	0.0007796888356097042
chr9	17500000	17000000	-0.0037202227395027876	0.004083844181150198	-0.0007121732865925879	0.0003485509194433689
chr11	23500000	23500000	-0.003944063489325344	0.0045182372734416274	-0.0001352980820229277	-0.00043887494830414654
chr11	24500000	24500000	-0.0024123071532812903	0.004752758261747658	-0.0021329191513359547	-0.00020753187127411365
